target, actual
324.54, 24.68394227820552
325.32, 24.908341753461933
325.94, 25.02054149109014
326.79, 25.13274122871835
327.34, 24.4595428029491
327.88, 24.347343065320896
328.46, 24.57174254057731
329.19, 25.244940966346554
329.87, 25.918139392115798
330.6, 26.254738605000416
331.31, 25.918139392115794
332.03, 25.581540179231176
332.63, 25.469340441602967
333.19, 25.35714070397476
333.87, 25.46934044160297
334.76, 26.030339129744
335.4, 26.14253886737221
336.1, 26.030339129744
336.63, 25.69373991685938
337.18, 25.469340441602967
337.84, 25.244940966346554
338.44, 25.357140703974757
339.16, 25.805939654487588
339.97, 26.142538867372206
340.58, 25.918139392115794
341.37, 25.581540179231173
342.55, 25.35714070397476
343.02, 25.693739916859382
343.56, 25.805939654487585
344.08, 26.142538867372206
344.59, 26.254738605000416
345.29, 26.81573729314145
345.8, 26.591337817885037
346.42, 26.14253886737221
346.87, 26.479138080256828
347.35, 26.703537555513243
347.89, 27.040136768397865
348.49, 27.264536243654273
349.05, 27.264536243654277
349.7, 26.92793703076966
350.58, 26.70353755551324
351.35, 26.479138080256828
351.97, 26.703537555513243
352.59, 26.81573729314145
353.2, 27.713335194167104
353.79, 28.162134144679932
354.45, 27.713335194167104
355.04, 27.601135456538895
355.98, 27.82553493179531
356.71, 27.937734669423516
357.31, 28.162134144679932
357.87, 27.937734669423516
358.39, 28.049934407051722
358.92, 27.82553493179531
359.56, 27.601135456538895
360.08, 27.82553493179531
360.6, 28.04993440705173
361.67, 28.274333882308138
362.3, 28.162134144679932
363.08, 27.601135456538895
363.66, 27.48893571891069
364.27, 27.7133351941671
364.9, 27.93773466942352
365.46, 28.049934407051726
366.08, 27.93773466942352
366.89, 27.713335194167104
367.45, 27.601135456538895
368.0, 27.601135456538895
368.57, 27.82553493179531
369.25, 28.835332570449175
369.75, 29.171931783333797
370.36, 29.171931783333797
370.93, 28.947532308077378
372.04, 28.723132832820966
372.65, 28.835332570449175
373.28, 29.284131520962
373.87, 29.171931783333793
374.54, 29.059732045705587
375.06, 28.723132832820966
375.66, 28.72313283282097
376.45, 28.94753230807738
377.25, 29.171931783333797
377.85, 29.39633125859021
378.42, 29.059732045705587
379.08, 28.83533257044917
379.73, 28.610933095192756
380.33, 28.83533257044917
380.99, 28.947532308077378
381.78, 29.50853099621842
382.68, 28.83533257044917
383.42, 28.723132832820966
384.14, 28.835332570449175
384.76, 29.059732045705587
385.28, 29.845130209103033
385.77, 30.518328634872276
386.55, 30.06952968435945
387.15, 29.508530996218415
388.06, 29.732930471474827
388.61, 29.845130209103033
389.29, 30.518328634872276
390.0, 30.518328634872276
390.68, 30.069529684359445
391.46, 29.732930471474827
392.01, 29.845130209103033
392.68, 29.845130209103033
393.63, 31.41592653589793
394.2, 31.303726798269725
394.76, 30.967127585385104
395.36, 30.742728110128688
395.92, 30.630528372500486
396.62, 31.07932732301331
397.21, 31.640326011154343
397.84, 31.528126273526137
398.86, 30.630528372500486
399.5, 30.630528372500486
400.14, 30.854927847756898
400.8, 31.30372679826972
401.58, 31.640326011154343
402.22, 31.19152706064152
402.86, 30.630528372500486
403.53, 30.967127585385104
404.46, 31.41592653589793
405.1, 31.528126273526137
405.76, 31.191527060641516
406.52, 30.742728110128688
407.1, 30.630528372500486
407.68, 30.63052837250048
408.3, 31.191527060641516
408.93, 32.53792391218
409.86, 31.976925224038965
410.55, 31.86472548641076
411.18, 31.97692522403897
411.89, 32.42572417455179
412.55, 32.65012364980821
413.3, 32.313524436923586
413.94, 31.86472548641076
414.63, 31.97692522403897
415.63, 32.313524436923586
416.32, 33.09892260032104
417.07, 33.32332207557745
417.75, 32.98672286269283
418.38, 33.09892260032103
418.97, 33.32332207557745
419.73, 33.43552181320565
420.36, 33.32332207557745
421.35, 33.21112233794924
422.09, 33.09892260032103
422.69, 33.21112233794924
423.3, 33.54772155083386
423.96, 33.09892260032103
424.63, 32.98672286269283
425.2, 33.32332207557745
425.85, 33.09892260032103
426.83, 33.54772155083386
427.43, 33.21112233794924
428.14, 32.98672286269283
428.82, 33.43552181320565
429.49, 33.21112233794924
430.21, 33.09892260032103
430.85, 33.21112233794924
431.61, 33.21112233794924
432.39, 33.43552181320565
432.96, 33.99652050134669
433.54, 34.220919976603
