dist, pot
1.802, 1.166
1.802, 1.166
1.7750000000000001, 1.166
1.7770000000000001, 1.166
1.7770000000000001, 1.166
1.826, 1.166
1.826, 1.166
1.819, 1.166
1.821, 1.166
1.821, 1.166
1.811, 1.166
1.811, 1.166
1.813, 1.166
1.816, 1.167
1.816, 1.167
1.818, 1.166
1.818, 1.167
1.827, 1.167
1.793, 1.166
1.793, 1.166
1.794, 1.166
1.819, 1.166
1.819, 1.167
1.796, 1.167
1.796, 1.166
1.796, 1.166
1.819, 1.166
1.819, 1.166
1.819, 1.166
1.822, 1.166
1.822, 1.166
1.794, 1.166
1.8, 1.166
1.8, 1.167
1.826, 1.166
1.819, 1.166
1.799, 1.166
1.799, 1.166
1.81, 1.166
1.81, 1.166
1.814, 1.166
1.814, 1.167
1.799, 1.167
1.796, 1.166
1.796, 1.166
1.814, 1.166
1.776, 1.166
1.776, 1.164
1.782, 1.164
1.782, 1.167
1.782, 1.166
1.786, 1.166
1.799, 1.166
1.799, 1.166
1.793, 1.166
1.796, 1.166
1.796, 1.166
1.7630000000000001, 1.166
1.758, 1.166
1.758, 1.166
1.7610000000000001, 1.166
1.776, 1.167
1.776, 1.166
1.776, 1.166
1.78, 1.167
1.7750000000000001, 1.167
1.7750000000000001, 1.166
1.7810000000000001, 1.166
1.793, 1.166
1.793, 1.166
1.792, 1.166
1.7810000000000001, 1.166
1.7810000000000001, 1.166
1.776, 1.167
1.776, 1.167
1.778, 1.167
1.7570000000000001, 1.166
1.7570000000000001, 1.166
1.7570000000000001, 1.166
1.7570000000000001, 1.166
1.782, 1.166
1.793, 1.167
1.793, 1.167
1.807, 1.167
1.807, 1.166
1.786, 1.166
1.774, 1.166
1.774, 1.166
1.7610000000000001, 1.166
1.7750000000000001, 1.166
1.7750000000000001, 1.166
1.7770000000000001, 1.167
1.7770000000000001, 1.166
1.778, 1.166
1.7850000000000001, 1.166
1.7850000000000001, 1.166
1.819, 1.166
1.819, 1.166
1.758, 1.166
1.7630000000000001, 1.166
1.7630000000000001, 1.166
1.824, 1.166
1.7890000000000001, 1.166
1.7890000000000001, 1.166
1.78, 1.166
1.738, 1.166
1.738, 1.166
1.741, 1.166
1.741, 1.166
1.778, 1.166
1.7750000000000001, 1.166
1.782, 1.166
1.782, 1.166
1.793, 1.166
1.793, 1.167
1.794, 1.167
1.7870000000000001, 1.166
1.7870000000000001, 1.166
1.7750000000000001, 1.166
1.78, 1.166
1.78, 1.166
1.776, 1.167
1.776, 1.167
1.776, 1.166
1.78, 1.166
1.78, 1.166
1.7750000000000001, 1.166
1.7830000000000001, 1.166
1.7830000000000001, 1.166
1.793, 1.166
1.793, 1.166
1.793, 1.166
1.824, 1.166
1.776, 1.166
1.776, 1.167
1.7810000000000001, 1.167
1.8, 1.166
1.8, 1.166
1.793, 1.166
1.793, 1.166
1.78, 1.166
1.792, 1.166
1.792, 1.166
1.802, 1.166
1.802, 1.166
1.796, 1.166
1.7710000000000001, 1.166
1.75, 1.166
1.75, 1.166
1.774, 1.166
1.78, 1.166
1.78, 1.166
1.7650000000000001, 1.166
1.7650000000000001, 1.166
1.7690000000000001, 1.166
1.778, 1.166
1.778, 1.166
1.7750000000000001, 1.166
1.7750000000000001, 1.166
1.776, 1.166
1.776, 1.166
1.778, 1.166
1.76, 1.166
1.76, 1.167
1.766, 1.167
1.758, 1.167
1.758, 1.166
1.7570000000000001, 1.166
1.766, 1.166
1.766, 1.166
1.788, 1.166
1.788, 1.167
1.798, 1.167
1.739, 1.166
1.739, 1.166
1.738, 1.166
1.796, 1.166
1.796, 1.166
1.758, 1.166
1.768, 1.167
1.768, 1.167
1.7570000000000001, 1.166
1.7570000000000001, 1.166
1.7570000000000001, 1.166
1.782, 1.166
1.782, 1.166
1.7750000000000001, 1.166
1.7750000000000001, 1.166
1.778, 1.166
1.782, 1.166
1.782, 1.164
1.774, 1.164
1.774, 1.166
1.7590000000000001, 1.166
1.774, 1.166
1.774, 1.166
1.786, 1.166
1.7770000000000001, 1.166
1.7770000000000001, 1.166
1.766, 1.167
1.749, 1.167
1.749, 1.167
1.739, 1.166
1.742, 1.166
1.742, 1.166
1.692, 1.166
1.709, 1.166
1.709, 1.166
1.722, 1.166
1.7750000000000001, 1.167
1.7750000000000001, 1.166
1.776, 1.166
1.724, 1.166
1.724, 1.167
1.766, 1.167
1.766, 1.166
1.782, 1.166
1.758, 1.166
1.7570000000000001, 1.167
1.7570000000000001, 1.167
1.747, 1.166
1.747, 1.166
1.754, 1.166
1.754, 1.166
1.7590000000000001, 1.166
1.703, 1.166
1.703, 1.166
1.702, 1.166
1.702, 1.166
1.76, 1.166
1.7910000000000001, 1.166
1.7910000000000001, 1.166
1.802, 1.166
1.739, 1.166
1.739, 1.166
1.738, 1.166
1.738, 1.167
1.7650000000000001, 1.167
1.722, 1.167
1.722, 1.167
1.724, 1.167
1.744, 1.166
1.744, 1.166
1.738, 1.166
1.78, 1.166
1.78, 1.166
1.7750000000000001, 1.166
1.782, 1.166
1.782, 1.166
1.742, 1.166
1.758, 1.166
1.782, 1.166
1.782, 1.166
1.721, 1.166
1.722, 1.166
1.722, 1.166
1.799, 1.166
1.738, 1.166
1.738, 1.166
1.725, 1.167
1.725, 1.166
1.7570000000000001, 1.166
1.758, 1.166
1.758, 1.166
1.742, 1.167
1.742, 1.166
1.722, 1.166
1.727, 1.166
1.776, 1.167
1.776, 1.166
1.7750000000000001, 1.166
1.782, 1.166
1.782, 1.166
1.741, 1.166
1.741, 1.166
1.741, 1.166
1.7570000000000001, 1.166
1.7570000000000001, 1.166
1.7570000000000001, 1.167
1.7570000000000001, 1.166
1.76, 1.166
1.774, 1.166
1.774, 1.166
1.7810000000000001, 1.166
1.749, 1.166
1.749, 1.166
1.738, 1.166
1.738, 1.166
1.799, 1.166
1.793, 1.166
1.793, 1.166
1.796, 1.166
1.796, 1.166
1.797, 1.166
1.788, 1.166
1.788, 1.166
1.7810000000000001, 1.167
1.7810000000000001, 1.166
1.7570000000000001, 1.166
1.7630000000000001, 1.166
1.7630000000000001, 1.166
1.797, 1.166
1.797, 1.167
1.747, 1.167
1.726, 1.166
1.726, 1.166
1.72, 1.166
1.722, 1.166
1.722, 1.167
1.7630000000000001, 1.167
1.715, 1.167
1.715, 1.166
1.706, 1.166
1.706, 1.166
1.7570000000000001, 1.166
1.758, 1.166
1.758, 1.166
1.807, 1.166
1.807, 1.167
1.7770000000000001, 1.167
1.78, 1.166
1.78, 1.167
1.739, 1.167
1.739, 1.166
1.739, 1.166
1.7630000000000001, 1.166
1.7630000000000001, 1.167
1.7910000000000001, 1.167
1.803, 1.167
1.803, 1.166
1.7750000000000001, 1.166
1.7750000000000001, 1.167
1.77, 1.164
1.77, 1.166
1.722, 1.166
1.725, 1.166
1.725, 1.166
1.802, 1.167
1.794, 1.167
1.794, 1.167
1.743, 1.167
1.774, 1.166
1.774, 1.166
1.7810000000000001, 1.166
1.742, 1.164
1.724, 1.166
1.724, 1.166
1.713, 1.167
1.7550000000000001, 1.166
1.7550000000000001, 1.166
1.7610000000000001, 1.166
1.749, 1.167
1.749, 1.167
1.786, 1.167
1.786, 1.166
1.815, 1.166
1.739, 1.166
1.739, 1.166
1.742, 1.167
1.816, 1.167
1.816, 1.166
1.782, 1.166
1.7870000000000001, 1.166
1.7870000000000001, 1.167
1.776, 1.167
1.776, 1.167
1.766, 1.166
1.766, 1.167
1.774, 1.167
1.778, 1.166
1.778, 1.166
1.7570000000000001, 1.166
1.7570000000000001, 1.166
1.7570000000000001, 1.166
1.778, 1.166
1.778, 1.166
1.691, 1.166
1.695, 1.166
1.695, 1.166
1.7570000000000001, 1.166
1.7570000000000001, 1.166
1.7570000000000001, 1.166
1.731, 1.166
1.816, 1.167
1.816, 1.166
1.824, 1.167
1.78, 1.166
1.7750000000000001, 1.166
1.797, 1.166
1.797, 1.166
1.81, 1.166
1.81, 1.166
1.822, 1.166
1.705, 1.166
1.705, 1.166
1.71, 1.166
1.73, 1.166
1.73, 1.166
1.703, 1.166
1.708, 1.167
1.708, 1.166
1.7650000000000001, 1.166
1.7650000000000001, 1.166
1.78, 1.166
1.78, 1.166
1.797, 1.166
1.776, 1.167
1.776, 1.166
1.776, 1.166
1.776, 1.167
1.797, 1.167
1.7630000000000001, 1.164
1.7630000000000001, 1.166
1.766, 1.166
1.703, 1.166
1.703, 1.166
1.703, 1.166
1.703, 1.166
1.8, 1.166
1.76, 1.164
1.76, 1.164
1.76, 1.166
1.76, 1.166
1.721, 1.166
1.72, 1.166
1.722, 1.166
1.722, 1.166
1.737, 1.166
1.747, 1.166
1.747, 1.166
1.7750000000000001, 1.166
1.7750000000000001, 1.166
1.7750000000000001, 1.166
1.8, 1.166
1.722, 1.166
1.722, 1.166
1.725, 1.166
1.709, 1.167
1.709, 1.167
1.704, 1.166
1.704, 1.166
1.722, 1.166
1.81, 1.167
1.81, 1.166
1.82, 1.166
1.82, 1.166
1.76, 1.166
1.7650000000000001, 1.166
1.7650000000000001, 1.166
1.7830000000000001, 1.166
1.7830000000000001, 1.166
1.721, 1.166
1.721, 1.166
1.724, 1.166
1.799, 1.166
1.799, 1.166
1.699, 1.166
1.699, 1.167
1.67, 1.167
1.683, 1.166
1.683, 1.166
1.684, 1.166
1.7770000000000001, 1.166
1.728, 1.166
1.728, 1.166
1.738, 1.166
1.738, 1.166
1.738, 1.164
1.738, 1.166
1.7630000000000001, 1.166
1.741, 1.167
1.741, 1.167
1.743, 1.166
1.72, 1.166
1.72, 1.166
1.72, 1.166
1.704, 1.166
1.719, 1.166
1.719, 1.166
1.727, 1.167
1.727, 1.166
1.782, 1.166
1.774, 1.166
1.774, 1.166
1.726, 1.166
1.726, 1.166
1.7910000000000001, 1.166
1.796, 1.166
1.796, 1.166
1.7610000000000001, 1.166
1.746, 1.166
1.746, 1.166
1.722, 1.166
1.72, 1.166
1.72, 1.167
1.728, 1.167
1.749, 1.166
1.749, 1.167
1.738, 1.167
1.744, 1.166
1.744, 1.166
1.774, 1.166
1.7770000000000001, 1.166
1.743, 1.166
1.743, 1.166
1.726, 1.167
1.726, 1.166
1.722, 1.166
1.7750000000000001, 1.166
1.7750000000000001, 1.166
1.7770000000000001, 1.166
1.7770000000000001, 1.167
1.749, 1.167
1.722, 1.166
1.722, 1.166
1.726, 1.166
1.726, 1.166
1.793, 1.166
1.793, 1.166
1.744, 1.167
1.744, 1.164
1.738, 1.164
1.742, 1.166
1.837, 1.166
1.837, 1.166
1.836, 1.166
1.768, 1.166
1.768, 1.166
1.739, 1.166
1.744, 1.166
1.766, 1.166
1.766, 1.166
1.7570000000000001, 1.166
1.743, 1.166
1.743, 1.166
1.774, 1.166
1.776, 1.166
1.67, 1.166
1.67, 1.167
1.682, 1.167
1.714, 1.166
1.81, 1.166
1.81, 1.166
1.816, 1.166
1.816, 1.166
1.75, 1.166
1.75, 1.166
1.738, 1.166
1.744, 1.167
1.744, 1.166
1.72, 1.166
1.72, 1.166
1.722, 1.166
1.706, 1.166
1.706, 1.166
1.687, 1.166
1.694, 1.166
1.703, 1.167
1.703, 1.167
1.703, 1.166
1.703, 1.167
1.75, 1.167
1.739, 1.167
1.739, 1.166
1.746, 1.166
1.7570000000000001, 1.166
1.7570000000000001, 1.167
1.758, 1.167
1.743, 1.166
1.743, 1.167
1.688, 1.167
1.697, 1.164
1.697, 1.164
1.684, 1.166
1.684, 1.166
1.684, 1.166
1.621, 1.166
1.621, 1.166
1.559, 1.166
1.559, 1.166
1.56, 1.166
1.556, 1.166
1.556, 1.167
1.542, 1.167
1.5, 1.166
1.5, 1.166
1.478, 1.166
1.49, 1.166
1.49, 1.166
1.444, 1.166
1.444, 1.167
1.452, 1.167
1.47, 1.166
1.47, 1.166
1.442, 1.166
1.445, 1.166
1.445, 1.166
1.334, 1.166
1.358, 1.166
1.358, 1.166
1.371, 1.166
1.294, 1.166
1.294, 1.166
1.296, 1.167
1.296, 1.166
1.315, 1.166
1.315, 1.166
1.2790000000000001, 1.166
1.285, 1.167
1.285, 1.167
1.311, 1.166
1.312, 1.166
1.312, 1.166
1.286, 1.166
1.286, 1.167
1.31, 1.167
1.31, 1.166
1.315, 1.166
1.4020000000000001, 1.166
1.4020000000000001, 1.167
1.405, 1.167
1.443, 1.166
1.443, 1.166
1.3880000000000001, 1.166
1.3880000000000001, 1.166
1.395, 1.166
1.395, 1.166
1.466, 1.166
1.466, 1.167
1.46, 1.167
1.485, 1.166
1.485, 1.166
1.46, 1.166
1.46, 1.166
1.462, 1.166
1.446, 1.166
1.446, 1.166
1.459, 1.166
1.459, 1.166
1.499, 1.166
1.5150000000000001, 1.166
1.5150000000000001, 1.166
1.5250000000000001, 1.166
1.5230000000000001, 1.166
1.5230000000000001, 1.166
1.578, 1.166
1.637, 1.166
1.637, 1.166
1.7, 1.166
1.705, 1.166
1.705, 1.166
1.672, 1.164
1.672, 1.166
1.719, 1.166
1.741, 1.166
1.741, 1.166
1.72, 1.166
1.72, 1.166
1.721, 1.166
1.73, 1.167
1.73, 1.166
1.611, 1.166
1.599, 1.166
1.599, 1.166
1.351, 1.166
1.35, 1.167
1.35, 1.166
1.095, 1.166
0.909, 1.166
0.909, 1.166
0.896, 1.166
0.896, 1.166
0.684, 1.166
0.675, 1.166
0.653, 1.166
0.581, 1.166
0.581, 1.166
0.59, 1.166
0.527, 1.166
0.527, 1.167
0.45, 1.167
0.40900000000000003, 1.166
0.168, 1.166
0.168, 1.166
0.162, 1.164
0.162, 1.166
0.043000000000000003, 1.166
0.168, 1.166
0.211, 1.167
0.211, 1.166
0.217, 1.166
0.227, 1.167
0.227, 1.166
0.13, 1.166
0.13, 1.167
0.036000000000000004, 1.166
0.024, 1.166
0.11800000000000001, 1.166
0.11800000000000001, 1.166
0.122, 1.166
0.163, 1.166
0.213, 1.166
0.213, 1.166
0.23, 1.166
0.23, 1.166
0.139, 1.166
0.139, 1.166
0.139, 1.166
0.17200000000000001, 1.166
0.17200000000000001, 1.166
0.333, 1.166
0.35100000000000003, 1.166
0.299, 1.167
0.299, 1.167
0.301, 1.167
0.301, 1.166
0.327, 1.166
0.2, 1.166
0.2, 1.166
0.211, 1.167
0.211, 1.166
0.277, 1.166
0.332, 1.166
0.332, 1.166
0.41300000000000003, 1.166
0.457, 1.166
0.457, 1.166
0.465, 1.166
0.63, 1.166
0.63, 1.166
0.655, 1.164
0.704, 1.164
0.847, 1.164
0.865, 1.166
0.865, 1.166
0.937, 1.166
0.996, 1.166
1.04, 1.166
1.04, 1.166
1.0090000000000001, 1.166
1.0150000000000001, 1.166
1.0150000000000001, 1.166
0.963, 1.164
0.963, 1.166
0.918, 1.166
0.918, 1.166
0.918, 1.166
1.065, 1.166
1.065, 1.167
1.069, 1.167
1.1280000000000001, 1.166
1.1280000000000001, 1.166
1.202, 1.167
1.23, 1.167
1.308, 1.166
1.308, 1.166
1.311, 1.166
1.393, 1.166
1.393, 1.166
1.433, 1.166
1.444, 1.166
1.444, 1.166
1.459, 1.166
1.459, 1.166
1.459, 1.166
1.5, 1.167
1.5, 1.166
1.496, 1.166
1.5070000000000001, 1.166
1.5070000000000001, 1.164
1.609, 1.164
1.61, 1.166
1.62, 1.166
1.62, 1.166
1.663, 1.166
1.669, 1.166
1.669, 1.166
1.708, 1.166
1.708, 1.166
1.7, 1.166
1.705, 1.166
1.705, 1.166
1.805, 1.166
1.805, 1.166
1.821, 1.166
1.778, 1.166
1.778, 1.166
1.774, 1.166
1.7830000000000001, 1.166
1.7830000000000001, 1.167
1.741, 1.167
1.743, 1.166
1.802, 1.167
1.802, 1.167
1.794, 1.167
1.797, 1.166
1.797, 1.167
1.7590000000000001, 1.166
1.758, 1.166
1.742, 1.166
1.742, 1.166
1.738, 1.166
1.747, 1.166
1.747, 1.166
1.703, 1.166
1.702, 1.166
1.702, 1.166
1.7810000000000001, 1.166
1.807, 1.167
1.814, 1.166
1.814, 1.167
1.776, 1.167
1.776, 1.167
1.797, 1.166
1.797, 1.166
1.7590000000000001, 1.166
1.7590000000000001, 1.167
1.766, 1.167
1.721, 1.166
1.721, 1.166
1.72, 1.166
1.72, 1.166
1.747, 1.166
1.792, 1.167
1.792, 1.166
1.796, 1.166
1.764, 1.167
1.764, 1.166
1.7610000000000001, 1.166
1.796, 1.166
1.796, 1.166
1.793, 1.166
1.8, 1.166
1.778, 1.166
1.778, 1.166
1.7850000000000001, 1.166
1.799, 1.166
1.799, 1.166
1.7570000000000001, 1.166
1.7570000000000001, 1.166
1.76, 1.166
1.746, 1.166
1.746, 1.166
1.7650000000000001, 1.166
1.7770000000000001, 1.166
1.7770000000000001, 1.167
1.776, 1.167
1.776, 1.166
1.776, 1.166
1.744, 1.167
1.744, 1.166
1.754, 1.166
1.764, 1.166
1.764, 1.166
1.7750000000000001, 1.166
1.7750000000000001, 1.166
1.7750000000000001, 1.166
1.7630000000000001, 1.166
1.7630000000000001, 1.166
1.774, 1.166
1.7770000000000001, 1.167
1.7770000000000001, 1.167
1.7570000000000001, 1.166
1.7570000000000001, 1.166
1.7550000000000001, 1.166
1.778, 1.166
1.778, 1.166
1.741, 1.166
1.746, 1.166
1.746, 1.166
1.803, 1.166
1.792, 1.166
1.792, 1.166
1.7610000000000001, 1.166
1.792, 1.166
1.792, 1.166
1.796, 1.166
1.743, 1.166
1.743, 1.166
1.739, 1.166
1.739, 1.167
1.7630000000000001, 1.167
1.7570000000000001, 1.166
1.7630000000000001, 1.166
1.7630000000000001, 1.166
1.786, 1.167
1.786, 1.167
1.776, 1.166
1.7810000000000001, 1.166
1.738, 1.164
1.741, 1.164
1.741, 1.164
1.7610000000000001, 1.164
1.77, 1.164
1.77, 1.164
1.78, 1.164
1.793, 1.164
1.793, 1.164
1.793, 1.164
1.793, 1.166
1.804, 1.166
1.792, 1.163
1.792, 1.164
1.799, 1.164
1.7570000000000001, 1.163
1.7570000000000001, 1.163
1.7570000000000001, 1.163
1.798, 1.162
1.798, 1.162
1.7590000000000001, 1.161
1.7590000000000001, 1.161
1.7630000000000001, 1.161
1.7630000000000001, 1.161
1.794, 1.162
1.794, 1.161
1.793, 1.161
1.793, 1.161
1.804, 1.161
1.758, 1.161
1.758, 1.161
1.7610000000000001, 1.161
1.7610000000000001, 1.161
1.802, 1.161
1.793, 1.161
1.793, 1.161
1.78, 1.161
1.78, 1.161
1.81, 1.162
1.819, 1.161
1.797, 1.161
1.7870000000000001, 1.162
1.7870000000000001, 1.161
1.7830000000000001, 1.161
1.7830000000000001, 1.161
1.7750000000000001, 1.161
1.7750000000000001, 1.161
1.78, 1.161
1.78, 1.162
1.766, 1.162
1.766, 1.161
1.78, 1.161
1.78, 1.161
1.797, 1.161
1.797, 1.162
1.793, 1.162
1.794, 1.161
1.794, 1.161
1.816, 1.162
1.816, 1.161
1.782, 1.161
1.7850000000000001, 1.162
1.7850000000000001, 1.162
1.82, 1.162
1.82, 1.163
1.82, 1.163
1.864, 1.163
1.864, 1.163
1.854, 1.164
1.854, 1.166
1.858, 1.166
1.891, 1.167
1.891, 1.167
1.891, 1.168
1.891, 1.167
1.9120000000000001, 1.167
1.9120000000000001, 1.169
1.942, 1.169
1.954, 1.17
1.954, 1.17
1.963, 1.17
1.962, 1.17
1.989, 1.173
1.989, 1.175
2.012, 1.178
2.019, 1.178
2.019, 1.18
2.058, 1.18
2.05, 1.183
2.05, 1.185
2.09, 1.185
2.09, 1.186
2.123, 1.186
2.134, 1.188
2.134, 1.189
2.145, 1.189
2.146, 1.19
2.146, 1.19
2.169, 1.191
2.169, 1.192
2.194, 1.192
2.197, 1.194
2.197, 1.194
2.224, 1.196
2.224, 1.196
2.22, 1.196
2.234, 1.199
2.234, 1.2
2.247, 1.2
2.249, 1.2
2.249, 1.201
2.251, 1.201
2.258, 1.202
2.258, 1.202
2.273, 1.205
2.273, 1.206
2.266, 1.206
2.2640000000000002, 1.206
2.2720000000000002, 1.207
2.2720000000000002, 1.208
2.2680000000000002, 1.208
2.2680000000000002, 1.211
2.282, 1.211
2.282, 1.212
2.282, 1.212
2.302, 1.213
2.302, 1.214
2.329, 1.214
2.343, 1.216
2.343, 1.216
2.352, 1.217
2.352, 1.217
2.35, 1.217
2.3930000000000002, 1.219
2.3930000000000002, 1.219
2.415, 1.221
2.415, 1.223
2.424, 1.223
2.459, 1.223
2.454, 1.224
2.454, 1.224
2.489, 1.224
2.489, 1.227
2.52, 1.227
2.529, 1.228
2.529, 1.228
2.557, 1.228
2.557, 1.229
2.555, 1.229
2.579, 1.23
2.579, 1.231
2.605, 1.231
2.605, 1.233
2.61, 1.233
2.63, 1.234
2.63, 1.235
2.638, 1.235
2.638, 1.235
2.6630000000000003, 1.235
2.676, 1.235
2.676, 1.236
2.677, 1.238
2.698, 1.238
2.698, 1.238
2.694, 1.238
2.702, 1.239
2.702, 1.239
2.694, 1.24
2.694, 1.241
2.695, 1.241
2.7, 1.241
2.7, 1.242
2.693, 1.242
2.697, 1.242
2.697, 1.242
2.694, 1.244
2.694, 1.244
2.693, 1.244
2.695, 1.244
2.695, 1.246
2.681, 1.246
2.681, 1.245
2.684, 1.245
2.6830000000000003, 1.246
2.6830000000000003, 1.246
2.677, 1.246
2.6830000000000003, 1.247
2.6830000000000003, 1.249
2.664, 1.249
2.6630000000000003, 1.249
2.6630000000000003, 1.25
2.666, 1.25
2.666, 1.252
2.661, 1.252
2.642, 1.2510000000000001
2.642, 1.252
2.626, 1.252
2.626, 1.252
2.628, 1.2530000000000001
2.6310000000000002, 1.2530000000000001
2.623, 1.2550000000000001
2.612, 1.256
2.612, 1.252
2.59, 1.252
2.592, 1.2530000000000001
2.592, 1.2550000000000001
2.578, 1.2550000000000001
2.566, 1.2530000000000001
2.566, 1.2510000000000001
2.557, 1.2510000000000001
2.557, 1.252
2.539, 1.252
2.539, 1.2530000000000001
2.539, 1.252
2.529, 1.252
2.498, 1.2530000000000001
2.498, 1.2550000000000001
2.494, 1.2550000000000001
2.471, 1.256
2.471, 1.2570000000000001
2.471, 1.258
2.459, 1.258
2.439, 1.258
2.439, 1.258
2.439, 1.258
2.404, 1.256
2.404, 1.256
2.404, 1.2550000000000001
2.3930000000000002, 1.256
2.3930000000000002, 1.256
2.371, 1.256
2.374, 1.2550000000000001
2.374, 1.2550000000000001
2.36, 1.256
2.36, 1.2570000000000001
2.351, 1.2570000000000001
2.339, 1.26
2.339, 1.26
2.318, 1.26
2.321, 1.264
2.305, 1.264
2.3000000000000003, 1.264
2.3000000000000003, 1.264
2.29, 1.264
2.266, 1.2670000000000001
2.266, 1.268
2.271, 1.268
2.271, 1.2690000000000001
2.2560000000000002, 1.2690000000000001
2.241, 1.2710000000000001
2.241, 1.272
2.235, 1.272
2.214, 1.2730000000000001
2.214, 1.274
2.214, 1.2750000000000001
2.199, 1.2750000000000001
2.199, 1.2770000000000001
2.184, 1.2770000000000001
2.188, 1.278
2.161, 1.2790000000000001
2.161, 1.2790000000000001
2.162, 1.28
2.162, 1.28
2.169, 1.28
2.146, 1.283
2.146, 1.284
2.1470000000000002, 1.284
2.126, 1.284
2.126, 1.284
2.125, 1.285
2.125, 1.286
2.091, 1.286
2.086, 1.286
2.086, 1.288
2.096, 1.288
2.096, 1.288
2.069, 1.288
2.068, 1.289
2.068, 1.291
2.061, 1.291
2.0340000000000003, 1.291
2.0340000000000003, 1.291
2.039, 1.293
2.039, 1.293
2.024, 1.291
2.024, 1.293
2.015, 1.293
2.0020000000000002, 1.293
2.0020000000000002, 1.293
1.998, 1.291
1.998, 1.291
1.998, 1.284
2.0100000000000002, 1.284
1.984, 1.283
1.984, 1.283
1.975, 1.283
1.975, 1.283
1.971, 1.284
1.971, 1.284
1.946, 1.284
1.946, 1.286
1.949, 1.286
1.949, 1.284
1.936, 1.284
1.936, 1.284
1.9160000000000001, 1.283
1.9160000000000001, 1.283
1.913, 1.284
1.913, 1.286
1.891, 1.286
1.891, 1.286
1.8920000000000001, 1.286
1.879, 1.289
1.879, 1.289
1.858, 1.286
1.858, 1.286
1.864, 1.29
1.864, 1.29
1.855, 1.29
1.857, 1.293
1.857, 1.293
1.846, 1.295
1.846, 1.299
1.821, 1.301
1.824, 1.301
1.824, 1.304
1.811, 1.304
1.811, 1.306
1.811, 1.307
1.815, 1.307
1.794, 1.311
1.794, 1.311
1.802, 1.313
1.802, 1.316
1.776, 1.316
1.7750000000000001, 1.317
1.7750000000000001, 1.317
1.7850000000000001, 1.319
1.7850000000000001, 1.321
1.758, 1.321
1.76, 1.322
1.746, 1.324
1.746, 1.326
1.738, 1.326
1.742, 1.327
1.742, 1.329
1.721, 1.33
1.728, 1.33
1.724, 1.332
1.724, 1.333
1.711, 1.333
1.711, 1.334
1.711, 1.334
1.684, 1.336
1.684, 1.338
1.688, 1.338
1.688, 1.34
1.692, 1.34
1.671, 1.34
1.671, 1.341
1.669, 1.341
1.649, 1.344
1.649, 1.344
1.6520000000000001, 1.345
1.6520000000000001, 1.345
1.633, 1.347
