dist, pot
1.633, 1.349
1.639, 1.349
1.6300000000000001, 1.349
1.6300000000000001, 1.349
1.631, 1.35
1.631, 1.35
1.619, 1.35
1.611, 1.352
1.611, 1.352
1.614, 1.352
1.593, 1.354
1.593, 1.355
1.593, 1.356
1.597, 1.356
1.575, 1.356
1.575, 1.356
1.583, 1.358
1.583, 1.356
1.576, 1.356
1.573, 1.358
1.573, 1.358
1.562, 1.36
1.556, 1.361
1.556, 1.361
1.56, 1.362
1.56, 1.363
1.561, 1.363
1.548, 1.363
1.548, 1.365
1.542, 1.365
1.516, 1.365
1.516, 1.365
1.5250000000000001, 1.365
1.5250000000000001, 1.363
1.52, 1.363
1.5150000000000001, 1.363
1.5150000000000001, 1.363
1.522, 1.363
1.496, 1.366
1.496, 1.367
1.499, 1.367
1.5030000000000001, 1.368
1.5030000000000001, 1.369
1.496, 1.369
1.5, 1.363
1.5, 1.363
1.478, 1.361
1.479, 1.362
1.479, 1.362
1.484, 1.362
1.461, 1.365
1.461, 1.366
1.467, 1.367
1.459, 1.367
1.46, 1.367
1.46, 1.363
1.466, 1.363
1.443, 1.365
1.443, 1.368
1.444, 1.369
1.44, 1.369
1.442, 1.372
1.442, 1.373
1.429, 1.373
1.429, 1.3760000000000001
1.423, 1.3760000000000001
1.429, 1.3780000000000001
1.429, 1.3780000000000001
1.432, 1.379
1.432, 1.3800000000000001
1.421, 1.3800000000000001
1.41, 1.383
1.41, 1.385
1.405, 1.385
1.407, 1.387
1.409, 1.387
1.409, 1.387
1.3940000000000001, 1.3880000000000001
1.3940000000000001, 1.3880000000000001
1.393, 1.3880000000000001
1.385, 1.3880000000000001
1.385, 1.3880000000000001
1.3940000000000001, 1.3900000000000001
1.3940000000000001, 1.391
1.3800000000000001, 1.391
1.367, 1.393
1.367, 1.3940000000000001
1.373, 1.3940000000000001
1.367, 1.3960000000000001
1.367, 1.3980000000000001
1.369, 1.3980000000000001
1.355, 1.399
1.355, 1.399
1.349, 1.399
1.356, 1.4000000000000001
1.356, 1.4000000000000001
1.349, 1.4020000000000001
1.349, 1.4040000000000001
1.35, 1.4040000000000001
1.343, 1.405
1.343, 1.405
1.329, 1.4060000000000001
1.329, 1.4060000000000001
1.335, 1.4060000000000001
1.33, 1.409
1.33, 1.409
1.329, 1.409
1.329, 1.407
1.317, 1.407
1.312, 1.409
1.321, 1.41
1.321, 1.411
1.311, 1.411
1.311, 1.411
1.311, 1.413
1.306, 1.413
1.293, 1.413
1.293, 1.415
1.297, 1.415
1.3, 1.416
1.3, 1.415
1.293, 1.415
1.299, 1.415
1.299, 1.415
1.274, 1.412
1.274, 1.411
1.284, 1.411
1.278, 1.407
1.278, 1.407
1.274, 1.4040000000000001
1.285, 1.4020000000000001
1.285, 1.4040000000000001
1.274, 1.4040000000000001
1.2790000000000001, 1.401
1.2790000000000001, 1.401
1.268, 1.4020000000000001
1.268, 1.4040000000000001
1.2550000000000001, 1.4040000000000001
1.26, 1.4040000000000001
1.26, 1.4060000000000001
1.256, 1.4060000000000001
1.2570000000000001, 1.4060000000000001
1.2570000000000001, 1.4060000000000001
1.258, 1.4060000000000001
1.258, 1.4060000000000001
1.239, 1.407
1.239, 1.407
1.249, 1.407
1.236, 1.407
1.236, 1.409
1.238, 1.41
1.244, 1.41
1.236, 1.41
1.241, 1.411
1.241, 1.409
1.236, 1.409
1.236, 1.411
1.236, 1.412
1.241, 1.412
1.241, 1.413
1.219, 1.413
1.229, 1.413
1.229, 1.413
1.219, 1.415
1.219, 1.416
1.218, 1.416
1.227, 1.417
1.227, 1.417
1.218, 1.417
1.218, 1.42
1.224, 1.42
1.207, 1.421
1.207, 1.421
1.2, 1.422
1.2, 1.422
1.203, 1.423
1.203, 1.423
1.2, 1.426
1.2, 1.426
1.21, 1.426
1.203, 1.428
1.203, 1.429
1.2, 1.429
1.208, 1.432
1.208, 1.433
1.199, 1.433
1.203, 1.433
1.188, 1.435
1.188, 1.435
1.181, 1.437
1.181, 1.438
1.185, 1.439
1.183, 1.44
1.183, 1.44
1.184, 1.44
1.18, 1.443
1.18, 1.444
1.189, 1.444
1.18, 1.444
1.18, 1.446
1.183, 1.446
1.169, 1.446
1.169, 1.448
1.161, 1.448
1.164, 1.449
1.164, 1.449
1.162, 1.45
1.161, 1.451
1.161, 1.454
1.166, 1.454
1.163, 1.456
1.169, 1.457
1.169, 1.457
1.173, 1.459
1.173, 1.459
1.157, 1.459
1.1500000000000001, 1.46
1.1500000000000001, 1.46
1.1420000000000001, 1.461
1.1420000000000001, 1.461
1.1460000000000001, 1.461
1.147, 1.462
1.147, 1.462
1.1420000000000001, 1.463
1.1420000000000001, 1.465
1.1460000000000001, 1.465
1.124, 1.466
1.124, 1.466
1.1300000000000001, 1.466
1.131, 1.467
1.124, 1.47
1.124, 1.47
1.1300000000000001, 1.47
1.124, 1.471
1.124, 1.473
1.1280000000000001, 1.473
1.1280000000000001, 1.473
1.129, 1.473
1.107, 1.474
1.107, 1.474
1.112, 1.476
1.112, 1.476
1.105, 1.476
1.107, 1.477
1.107, 1.477
1.114, 1.477
1.105, 1.478
1.105, 1.479
1.112, 1.479
1.105, 1.479
1.105, 1.479
1.106, 1.481
1.106, 1.482
1.091, 1.482
1.086, 1.483
1.086, 1.483
1.09, 1.485
1.09, 1.484
1.086, 1.484
1.086, 1.484
1.086, 1.484
1.098, 1.484
1.098, 1.484
1.086, 1.485
1.092, 1.485
1.092, 1.487
1.078, 1.487
1.067, 1.485
1.067, 1.487
1.073, 1.487
1.068, 1.489
1.068, 1.489
1.07, 1.489
1.07, 1.489
1.067, 1.492
1.067, 1.492
1.08, 1.493
1.08, 1.494
1.048, 1.494
1.054, 1.495
1.054, 1.498
1.061, 1.498
1.061, 1.499
1.048, 1.499
1.053, 1.5
1.048, 1.5010000000000001
1.048, 1.5030000000000001
1.051, 1.5030000000000001
1.034, 1.504
1.034, 1.506
1.029, 1.506
1.042, 1.5070000000000001
1.042, 1.5070000000000001
1.029, 1.5090000000000001
1.029, 1.5090000000000001
1.03, 1.5090000000000001
1.041, 1.5110000000000001
1.041, 1.5110000000000001
1.03, 1.512
1.03, 1.5110000000000001
1.034, 1.5110000000000001
1.01, 1.5110000000000001
1.01, 1.5110000000000001
1.01, 1.5110000000000001
1.01, 1.5070000000000001
1.0150000000000001, 1.5070000000000001
1.01, 1.5010000000000001
1.024, 1.5
1.024, 1.5010000000000001
1.01, 1.5010000000000001
1.0090000000000001, 1.504
1.0210000000000001, 1.504
0.992, 1.504
0.992, 1.506
1.0010000000000001, 1.506
0.999, 1.5090000000000001
0.999, 1.5090000000000001
0.992, 1.5110000000000001
0.992, 1.512
0.996, 1.512
0.991, 1.5150000000000001
0.991, 1.5150000000000001
1.0030000000000001, 1.518
0.995, 1.518
0.995, 1.5210000000000001
0.976, 1.5210000000000001
0.982, 1.522
0.973, 1.5230000000000001
0.973, 1.5250000000000001
0.978, 1.5250000000000001
0.981, 1.526
0.981, 1.526
0.971, 1.526
0.976, 1.5270000000000001
0.976, 1.5270000000000001
0.971, 1.528
0.971, 1.5290000000000001
0.975, 1.5290000000000001
0.976, 1.5310000000000001
0.976, 1.532
0.9540000000000001, 1.532
0.963, 1.5330000000000001
0.963, 1.534
0.9530000000000001, 1.534
0.9530000000000001, 1.534
0.962, 1.537
0.962, 1.538
0.9570000000000001, 1.539
0.9570000000000001, 1.539
0.9530000000000001, 1.54
0.9530000000000001, 1.542
0.9530000000000001, 1.542
0.9570000000000001, 1.542
0.9570000000000001, 1.542
0.9530000000000001, 1.544
0.963, 1.544
0.963, 1.544
0.936, 1.547
0.936, 1.547
0.934, 1.547
0.934, 1.547
0.9430000000000001, 1.549
0.935, 1.549
0.935, 1.549
0.9380000000000001, 1.55
0.9380000000000001, 1.551
0.9400000000000001, 1.551
0.935, 1.551
0.937, 1.553
0.937, 1.554
0.934, 1.554
0.9420000000000001, 1.554
0.937, 1.555
0.937, 1.556
0.935, 1.556
0.935, 1.557
0.9410000000000001, 1.559
0.912, 1.559
0.915, 1.56
0.915, 1.561
0.916, 1.562
0.912, 1.562
0.914, 1.562
0.912, 1.564
0.912, 1.566
0.914, 1.566
0.916, 1.567
0.916, 1.567
0.912, 1.567
0.912, 1.567
0.919, 1.567
0.892, 1.57
0.892, 1.57
0.893, 1.571
0.893, 1.571
0.898, 1.571
0.891, 1.572
0.891, 1.572
0.896, 1.572
0.892, 1.575
0.892, 1.575
0.892, 1.575
0.901, 1.576
0.901, 1.576
0.891, 1.576
0.891, 1.577
0.899, 1.577
0.899, 1.578
0.902, 1.578
0.892, 1.579
0.892, 1.579
0.898, 1.582
0.898, 1.582
0.873, 1.581
0.873, 1.581
0.876, 1.582
0.876, 1.583
0.877, 1.583
0.877, 1.583
0.874, 1.584
0.874, 1.584
0.877, 1.584
0.873, 1.586
0.873, 1.586
0.885, 1.587
0.885, 1.587
0.885, 1.587
0.874, 1.588
0.874, 1.589
0.879, 1.589
0.873, 1.588
0.873, 1.588
0.876, 1.589
0.876, 1.592
0.877, 1.592
0.857, 1.593
0.857, 1.593
0.859, 1.592
0.859, 1.594
0.853, 1.594
0.855, 1.595
0.855, 1.595
0.868, 1.595
0.868, 1.595
0.854, 1.597
0.854, 1.597
0.859, 1.597
0.859, 1.597
0.853, 1.597
0.854, 1.599
0.854, 1.599
0.859, 1.599
0.859, 1.599
0.853, 1.599
0.86, 1.6
0.86, 1.6
0.835, 1.6
0.835, 1.6
0.833, 1.6
0.848, 1.601
0.848, 1.601
0.833, 1.603
0.833, 1.604
0.841, 1.604
0.843, 1.604
0.843, 1.605
0.833, 1.605
0.842, 1.605
0.833, 1.605
0.843, 1.605
0.843, 1.605
0.838, 1.6
0.838, 1.593
0.835, 1.593
0.835, 1.59
0.848, 1.59
0.835, 1.587
0.835, 1.587
0.84, 1.586
0.84, 1.587
0.844, 1.587
0.844, 1.588
0.835, 1.588
0.835, 1.589
0.84, 1.589
0.84, 1.59
0.8150000000000001, 1.59
0.8160000000000001, 1.592
0.8160000000000001, 1.594
0.8200000000000001, 1.594
0.8200000000000001, 1.594
0.8150000000000001, 1.594
0.8150000000000001, 1.595
0.8270000000000001, 1.595
0.8140000000000001, 1.595
0.8140000000000001, 1.595
0.8150000000000001, 1.597
0.8150000000000001, 1.597
0.8260000000000001, 1.598
0.8260000000000001, 1.598
0.8150000000000001, 1.597
0.8150000000000001, 1.597
0.8200000000000001, 1.599
0.8200000000000001, 1.599
0.8150000000000001, 1.599
0.8150000000000001, 1.598
0.8150000000000001, 1.598
0.8150000000000001, 1.599
0.8190000000000001, 1.599
0.796, 1.6
0.796, 1.6
0.807, 1.601
0.796, 1.601
0.796, 1.604
0.796, 1.601
0.805, 1.601
0.796, 1.604
0.796, 1.604
0.8, 1.604
0.802, 1.605
0.802, 1.606
0.797, 1.606
0.797, 1.608
0.802, 1.608
0.796, 1.608
0.796, 1.608
0.803, 1.61
0.798, 1.61
0.798, 1.611
0.797, 1.611
0.805, 1.611
0.805, 1.612
0.776, 1.612
0.781, 1.614
0.781, 1.614
0.786, 1.616
0.786, 1.617
0.777, 1.617
0.777, 1.616
0.781, 1.616
0.777, 1.617
0.777, 1.617
0.78, 1.62
0.78, 1.62
0.78, 1.62
0.776, 1.621
0.776, 1.621
0.786, 1.621
0.776, 1.621
0.776, 1.621
0.777, 1.621
0.786, 1.623
0.777, 1.625
0.777, 1.625
0.78, 1.625
0.776, 1.6260000000000001
0.776, 1.6260000000000001
0.777, 1.6260000000000001
0.777, 1.627
0.78, 1.627
0.78, 1.6280000000000001
0.758, 1.6280000000000001
0.766, 1.631
0.766, 1.633
0.761, 1.633
0.759, 1.6360000000000001
0.759, 1.6360000000000001
0.765, 1.637
0.765, 1.6380000000000001
0.758, 1.6380000000000001
0.761, 1.639
0.761, 1.639
0.763, 1.641
0.763, 1.643
0.759, 1.643
0.76, 1.643
0.76, 1.643
0.757, 1.645
0.757, 1.6480000000000001
0.768, 1.6480000000000001
0.765, 1.6480000000000001
0.759, 1.6500000000000001
0.759, 1.6500000000000001
0.765, 1.6500000000000001
0.758, 1.6520000000000001
0.758, 1.653
0.761, 1.653
0.744, 1.653
0.744, 1.653
0.738, 1.6540000000000001
0.742, 1.6560000000000001
0.742, 1.659
0.739, 1.659
0.739, 1.659
0.739, 1.6600000000000001
0.748, 1.6600000000000001
0.738, 1.661
0.738, 1.663
0.746, 1.663
0.738, 1.6640000000000001
0.738, 1.665
0.738, 1.665
0.744, 1.666
0.744, 1.667
0.738, 1.667
0.738, 1.669
0.744, 1.669
0.739, 1.67
0.739, 1.67
0.738, 1.67
0.738, 1.671
0.743, 1.671
0.737, 1.672
0.737, 1.673
0.746, 1.673
0.746, 1.673
0.728, 1.673
0.72, 1.675
0.72, 1.675
0.724, 1.673
0.724, 1.675
0.719, 1.675
0.721, 1.675
0.721, 1.676
0.724, 1.676
0.72, 1.676
0.72, 1.676
0.724, 1.675
0.717, 1.673
0.717, 1.672
0.725, 1.672
0.731, 1.673
0.731, 1.671
0.719, 1.671
0.725, 1.671
0.725, 1.671
0.719, 1.672
0.719, 1.672
0.721, 1.672
0.724, 1.676
0.724, 1.676
0.7000000000000001, 1.675
0.7000000000000001, 1.676
0.713, 1.676
0.6990000000000001, 1.677
0.6990000000000001, 1.677
0.7000000000000001, 1.68
0.711, 1.68
0.6990000000000001, 1.678
0.6990000000000001, 1.68
0.705, 1.68
0.6990000000000001, 1.676
0.6990000000000001, 1.676
0.7000000000000001, 1.677
0.7000000000000001, 1.677
0.704, 1.677
0.7000000000000001, 1.678
0.7000000000000001, 1.678
0.714, 1.681
0.714, 1.683
0.7000000000000001, 1.683
0.6990000000000001, 1.683
0.6990000000000001, 1.684
0.71, 1.684
0.71, 1.684
0.681, 1.684
0.686, 1.687
0.686, 1.687
0.687, 1.687
0.68, 1.688
0.684, 1.689
0.68, 1.689
0.68, 1.693
0.6930000000000001, 1.693
0.6930000000000001, 1.693
0.686, 1.693
0.681, 1.693
0.681, 1.693
0.6920000000000001, 1.693
0.68, 1.694
0.68, 1.693
0.686, 1.693
0.686, 1.694
0.6890000000000001, 1.694
0.68, 1.694
0.68, 1.694
0.684, 1.694
0.681, 1.695
0.681, 1.698
0.682, 1.698
0.665, 1.699
0.665, 1.702
0.661, 1.702
0.671, 1.705
0.661, 1.706
0.661, 1.706
0.661, 1.708
0.661, 1.709
0.67, 1.709
0.661, 1.71
0.661, 1.711
0.665, 1.711
0.661, 1.713
0.661, 1.714
0.661, 1.714
0.665, 1.715
0.665, 1.715
0.66, 1.717
0.671, 1.719
0.671, 1.719
0.661, 1.72
0.655, 1.721
0.655, 1.724
0.65, 1.724
0.66, 1.725
0.66, 1.725
0.664, 1.725
0.664, 1.726
0.65, 1.726
0.642, 1.728
0.642, 1.73
0.645, 1.73
0.642, 1.732
0.642, 1.733
0.652, 1.733
0.644, 1.735
0.644, 1.737
0.642, 1.737
0.65, 1.739
0.65, 1.741
0.642, 1.741
0.642, 1.743
0.645, 1.743
0.649, 1.743
0.649, 1.744
0.642, 1.744
0.644, 1.746
0.644, 1.747
0.641, 1.747
0.642, 1.748
0.642, 1.748
0.647, 1.748
0.642, 1.749
0.642, 1.749
0.649, 1.749
0.622, 1.749
0.622, 1.748
0.622, 1.748
0.63, 1.748
0.622, 1.749
0.622, 1.749
0.626, 1.749
0.626, 1.75
0.622, 1.75
0.623, 1.752
0.623, 1.75
0.63, 1.75
0.622, 1.747
0.622, 1.747
0.63, 1.748
0.63, 1.748
0.633, 1.748
0.622, 1.749
0.622, 1.752
0.63, 1.752
0.622, 1.7530000000000001
0.622, 1.7530000000000001
0.626, 1.7530000000000001
0.627, 1.752
0.627, 1.752
0.621, 1.752
0.621, 1.7530000000000001
0.632, 1.7530000000000001
0.621, 1.754
0.621, 1.754
0.63, 1.7550000000000001
0.63, 1.7570000000000001
0.631, 1.7570000000000001
0.617, 1.758
0.617, 1.758
0.623, 1.758
0.616, 1.7590000000000001
0.616, 1.7590000000000001
0.622, 1.76
0.622, 1.7610000000000001
0.622, 1.764
0.616, 1.7650000000000001
0.627, 1.7650000000000001
0.617, 1.7650000000000001
0.617, 1.7650000000000001
0.617, 1.766
0.617, 1.7690000000000001
0.631, 1.7690000000000001
0.616, 1.768
0.616, 1.768
0.623, 1.7690000000000001
0.623, 1.77
0.616, 1.77
0.616, 1.7710000000000001
0.617, 1.7710000000000001
0.622, 1.7710000000000001
0.622, 1.772
0.616, 1.772
0.63, 1.772
0.63, 1.7750000000000001
0.597, 1.7750000000000001
0.597, 1.774
0.597, 1.774
0.609, 1.774
0.609, 1.7750000000000001
0.598, 1.7750000000000001
0.603, 1.7750000000000001
0.603, 1.7750000000000001
0.605, 1.7770000000000001
0.597, 1.778
0.597, 1.78
0.601, 1.78
0.597, 1.7810000000000001
0.597, 1.7830000000000001
0.61, 1.7830000000000001
0.6, 1.7830000000000001
0.6, 1.7830000000000001
0.598, 1.786
0.598, 1.7870000000000001
0.609, 1.7870000000000001
0.598, 1.788
0.598, 1.7890000000000001
0.603, 1.7910000000000001
0.608, 1.792
0.597, 1.792
0.597, 1.794
0.603, 1.794
0.577, 1.794
0.577, 1.794
0.579, 1.796
0.579, 1.798
0.586, 1.798
0.577, 1.799
0.577, 1.799
0.592, 1.8
0.592, 1.802
0.578, 1.802
0.577, 1.802
0.587, 1.804
0.587, 1.804
0.577, 1.805
0.577, 1.807
0.583, 1.808
0.577, 1.808
0.578, 1.804
0.578, 1.804
0.581, 1.804
0.581, 1.807
0.578, 1.807
0.583, 1.808
0.584, 1.805
0.584, 1.805
0.577, 1.807
0.577, 1.808
0.587, 1.808
0.577, 1.81
0.577, 1.81
0.582, 1.813
0.583, 1.813
0.577, 1.815
0.581, 1.816
0.581, 1.818
0.5760000000000001, 1.818
0.587, 1.816
0.587, 1.818
0.588, 1.818
0.56, 1.819
0.56, 1.821
0.5660000000000001, 1.821
0.557, 1.822
0.557, 1.822
0.561, 1.821
0.561, 1.821
0.5650000000000001, 1.82
0.559, 1.82
0.561, 1.82
0.561, 1.82
0.557, 1.82
0.559, 1.821
0.559, 1.821
0.5710000000000001, 1.822
0.5710000000000001, 1.822
0.557, 1.822
0.5660000000000001, 1.824
0.557, 1.825
0.557, 1.825
0.557, 1.825
0.5650000000000001, 1.826
0.5650000000000001, 1.827
0.557, 1.827
0.56, 1.827
0.56, 1.829
0.557, 1.829
0.557, 1.83
0.557, 1.83
0.5720000000000001, 1.83
0.559, 1.832
0.559, 1.833
0.5650000000000001, 1.833
0.5680000000000001, 1.836
0.547, 1.835
0.547, 1.835
0.548, 1.835
0.548, 1.836
0.556, 1.836
0.56, 1.838
0.56, 1.838
0.5640000000000001, 1.84
0.5640000000000001, 1.84
0.543, 1.84
0.553, 1.842
0.553, 1.841
0.538, 1.841
0.545, 1.842
0.545, 1.843
0.551, 1.843
0.538, 1.844
0.538, 1.846
0.544, 1.846
0.537, 1.848
0.537, 1.851
0.542, 1.851
0.544, 1.852
0.544, 1.852
0.538, 1.851
0.538, 1.852
0.55, 1.852
0.55, 1.853
0.538, 1.853
0.539, 1.855
0.539, 1.857
0.551, 1.857
0.538, 1.859
0.538, 1.859
0.544, 1.859
0.544, 1.86
0.538, 1.86
0.538, 1.859
0.544, 1.86
0.539, 1.862
0.539, 1.862
0.551, 1.863
0.551, 1.865
0.539, 1.865
0.539, 1.866
0.539, 1.865
0.55, 1.865
0.52, 1.869
0.52, 1.869
0.525, 1.869
0.525, 1.869
0.527, 1.869
0.517, 1.871
0.517, 1.873
0.523, 1.873
0.518, 1.873
0.518, 1.874
0.521, 1.874
0.522, 1.873
0.522, 1.875
0.518, 1.875
0.531, 1.8760000000000001
0.531, 1.8760000000000001
0.518, 1.879
0.525, 1.8800000000000001
0.525, 1.8800000000000001
0.528, 1.8800000000000001
0.528, 1.8820000000000001
0.518, 1.8820000000000001
0.526, 1.8840000000000001
0.526, 1.885
0.517, 1.885
0.517, 1.887
0.52, 1.887
0.522, 1.8880000000000001
0.522, 1.891
0.517, 1.891
0.529, 1.893
0.529, 1.8960000000000001
0.517, 1.8960000000000001
0.518, 1.8960000000000001
0.518, 1.899
0.528, 1.899
0.517, 1.901
0.517, 1.901
0.525, 1.903
0.525, 1.9040000000000001
0.518, 1.9040000000000001
0.518, 1.9040000000000001
0.517, 1.9040000000000001
0.522, 1.907
0.522, 1.9080000000000001
0.499, 1.9080000000000001
0.51, 1.909
0.498, 1.9100000000000001
0.498, 1.913
0.498, 1.913
0.498, 1.915
0.51, 1.915
0.498, 1.9160000000000001
0.498, 1.9160000000000001
0.503, 1.9180000000000001
0.503, 1.9180000000000001
0.505, 1.919
0.505, 1.919
0.499, 1.921
0.499, 1.921
0.503, 1.924
0.503, 1.924
0.499, 1.925
0.499, 1.925
0.51, 1.927
0.51, 1.927
0.501, 1.929
0.501, 1.929
0.499, 1.93
0.499, 1.93
0.507, 1.931
0.507, 1.934
0.498, 1.936
0.504, 1.936
0.506, 1.936
0.506, 1.94
0.499, 1.94
0.499, 1.94
0.503, 1.94
0.499, 1.942
0.499, 1.942
0.501, 1.945
0.501, 1.945
0.501, 1.946
0.501, 1.946
0.498, 1.946
0.498, 1.948
0.507, 1.948
0.498, 1.949
0.498, 1.949
0.5, 1.952
0.5, 1.952
0.506, 1.952
0.47900000000000004, 1.954
0.47900000000000004, 1.958
0.483, 1.958
0.47900000000000004, 1.959
0.47900000000000004, 1.959
0.47800000000000004, 1.959
0.483, 1.962
0.483, 1.958
0.47800000000000004, 1.958
0.487, 1.96
0.487, 1.96
0.492, 1.962
0.492, 1.964
0.47900000000000004, 1.964
0.485, 1.965
0.485, 1.968
0.47900000000000004, 1.968
0.483, 1.969
0.483, 1.97
0.487, 1.973
0.47800000000000004, 1.975
0.487, 1.975
0.47800000000000004, 1.976
0.47800000000000004, 1.978
0.487, 1.978
0.494, 1.981
0.494, 1.981
0.47900000000000004, 1.984
0.47900000000000004, 1.986
0.485, 1.986
0.47900000000000004, 1.989
0.47900000000000004, 1.989
0.482, 1.99
0.482, 1.992
0.466, 1.992
0.459, 1.995
0.459, 1.995
0.466, 1.996
0.466, 1.997
0.46, 1.998
0.461, 1.998
0.461, 2.001
0.47300000000000003, 2.001
0.46, 2.003
0.46, 2.0060000000000002
0.467, 2.0060000000000002
0.461, 2.007
0.461, 2.007
0.46, 2.007
0.466, 2.008
0.466, 2.007
0.459, 2.007
0.468, 2.009
0.468, 2.0060000000000002
0.459, 2.0060000000000002
0.459, 1.997
0.47300000000000003, 1.992
0.47300000000000003, 1.992
0.439, 1.993
0.446, 1.993
0.449, 1.993
0.449, 1.996
0.439, 1.996
0.445, 1.999
0.445, 1.999
0.439, 1.998
0.439, 2.001
0.45, 2.001
0.443, 2.003
0.44, 2.0060000000000002
0.44, 2.0060000000000002
0.452, 2.0060000000000002
0.439, 2.008
0.439, 2.008
0.449, 2.009
0.449, 2.0100000000000002
0.449, 2.0100000000000002
0.439, 2.0100000000000002
0.439, 2.0100000000000002
0.445, 2.0140000000000002
0.445, 2.017
0.439, 2.017
0.442, 2.017
0.442, 2.017
0.445, 2.0180000000000002
0.445, 2.019
0.439, 2.019
0.452, 2.023
0.452, 2.023
0.439, 2.025
0.44, 2.028
0.45, 2.0300000000000002
0.45, 2.031
0.421, 2.031
0.426, 2.032
0.426, 2.032
0.42, 2.036
0.42, 2.039
0.42, 2.039
0.426, 2.0420000000000003
0.426, 2.0420000000000003
0.42, 2.045
0.42, 2.047
0.432, 2.047
0.42, 2.051
0.42, 2.051
0.421, 2.052
0.429, 2.056
0.429, 2.056
0.42, 2.057
0.42, 2.061
0.426, 2.062
0.427, 2.062
0.427, 2.065
0.421, 2.068
0.424, 2.068
0.424, 2.072
0.42, 2.072
0.432, 2.074
0.432, 2.076
0.404, 2.076
0.404, 2.079
0.4, 2.079
0.41000000000000003, 2.081
0.41000000000000003, 2.084
0.4, 2.084
0.405, 2.085
0.405, 2.089
0.40900000000000003, 2.089
0.4, 2.09
0.4, 2.092
0.404, 2.092
0.4, 2.096
0.4, 2.1
0.402, 2.102
0.404, 2.102
0.401, 2.103
0.401, 2.106
0.41300000000000003, 2.106
0.4, 2.106
0.4, 2.107
0.4, 2.107
0.389, 2.111
0.389, 2.111
0.38, 2.112
0.38, 2.114
0.384, 2.114
0.38, 2.115
0.38, 2.115
0.38, 2.118
0.38, 2.12
0.384, 2.12
0.38, 2.123
0.38, 2.125
0.389, 2.125
0.389, 2.126
0.389, 2.129
0.382, 2.13
0.388, 2.13
0.388, 2.133
0.38, 2.133
0.385, 2.137
0.385, 2.137
0.387, 2.137
0.379, 2.137
0.379, 2.14
0.385, 2.14
0.382, 2.142
0.382, 2.145
0.388, 2.145
0.394, 2.146
0.394, 2.1470000000000002
0.38, 2.1510000000000002
0.38, 2.153
0.38, 2.156
0.384, 2.156
0.384, 2.158
0.369, 2.158
0.379, 2.161
0.379, 2.161
0.387, 2.1630000000000003
0.387, 2.164
0.361, 2.164
0.361, 2.164
0.362, 2.164
0.376, 2.1670000000000003
0.376, 2.169
0.361, 2.169
0.367, 2.172
0.367, 2.172
0.361, 2.173
0.361, 2.177
0.362, 2.177
0.367, 2.179
0.367, 2.18
0.361, 2.18
0.369, 2.18
0.369, 2.183
0.361, 2.183
0.361, 2.185
0.361, 2.185
0.377, 2.186
0.377, 2.19
0.361, 2.19
0.361, 2.191
0.367, 2.191
0.369, 2.192
0.369, 2.192
0.361, 2.195
0.361, 2.195
0.367, 2.197
0.367, 2.197
0.341, 2.2
0.341, 2.2
0.356, 2.201
0.34500000000000003, 2.203
0.34500000000000003, 2.203
0.343, 2.206
0.355, 2.208
0.355, 2.211
0.34, 2.211
0.34700000000000003, 2.214
0.34700000000000003, 2.214
0.352, 2.216
0.352, 2.216
0.341, 2.218
0.341, 2.218
0.34600000000000003, 2.22
0.34600000000000003, 2.223
0.341, 2.223
0.341, 2.223
0.34400000000000003, 2.223
0.34400000000000003, 2.225
0.34600000000000003, 2.225
0.34600000000000003, 2.229
0.341, 2.229
0.354, 2.233
0.354, 2.233
0.341, 2.235
0.341, 2.238
0.341, 2.238
0.352, 2.242
0.352, 2.245
0.34, 2.245
0.34600000000000003, 2.245
0.34600000000000003, 2.247
0.34, 2.247
0.34, 2.251
0.341, 2.255
0.34500000000000003, 2.255
0.34, 2.2560000000000002
0.34, 2.257
0.352, 2.257
0.322, 2.257
0.322, 2.258
0.322, 2.258
0.335, 2.261
0.321, 2.262
0.321, 2.2640000000000002
0.327, 2.2640000000000002
0.329, 2.267
0.329, 2.269
0.322, 2.269
0.326, 2.271
0.326, 2.2720000000000002
0.322, 2.2720000000000002
0.333, 2.273
0.333, 2.274
0.326, 2.274
0.322, 2.275
0.322, 2.277
0.332, 2.279
0.321, 2.279
0.327, 2.2800000000000002
0.327, 2.2800000000000002
0.329, 2.2840000000000003
0.329, 2.286
0.322, 2.286
0.326, 2.286
0.326, 2.29
0.322, 2.29
0.322, 2.291
0.324, 2.293
0.327, 2.293
0.327, 2.294
0.321, 2.294
0.33, 2.2960000000000003
0.33, 2.2960000000000003
0.321, 2.3000000000000003
0.321, 2.301
0.323, 2.301
0.329, 2.302
0.329, 2.302
0.321, 2.305
0.321, 2.306
0.327, 2.306
0.322, 2.305
0.322, 2.308
0.327, 2.312
0.327, 2.313
0.321, 2.313
0.33, 2.316
0.33, 2.319
0.335, 2.319
0.335, 2.318
0.305, 2.318
0.305, 2.321
0.305, 2.321
0.296, 2.321
0.302, 2.323
0.302, 2.326
0.302, 2.326
0.297, 2.327
0.297, 2.33
0.305, 2.33
0.296, 2.332
0.296, 2.335
0.307, 2.335
0.301, 2.334
0.301, 2.335
0.297, 2.335
0.304, 2.336
0.304, 2.339
0.296, 2.339
0.3, 2.339
0.3, 2.339
